Molecule_ChEMBL_ID,Smiles,Standard_Value,Unit,Standardized_SMILES
CHEMBL4526264,Clc1ccc2sc(SCc3cn(Cc4ccccc4Cl)nn3)nc2c1,20000.0,nM,Clc1ccc2sc(SCc3cn(Cc4ccccc4Cl)nn3)nc2c1
CHEMBL4204714,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(O)c1-c1ccc(O)cc1,20100.0,nM,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(O)c1-c1ccc(O)cc1
CHEMBL4215507,C#CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC#C)c2OC)cc1,20100.0,nM,C#CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC#C)c2OC)cc1
CHEMBL4208759,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)c(O)c1,20300.0,nM,O=C1C(=Cc2ccccc2)CC=CC1Cc1ccc(O)c(O)c1
CHEMBL4209191,CC(C)=CCC/C(C)=C/COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,20600.0,nM,CC(C)=CCCC(C)=CCOc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1
CHEMBL4291262,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)c(Cl)c2)S1,20950.0,nM,O=C1NC(=O)C(=Cc2ccc(OCN3C(=O)c4ccccc4C3=O)c(Cl)c2)S1
CHEMBL4528769,Oc1ccc(Br)cc1-c1nc2cc(Cl)ccc2s1,22000.0,nM,Oc1ccc(Br)cc1-c1nc2cc(Cl)ccc2s1
CHEMBL4277622,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)c([N+](=O)[O-])c2)S1,22480.0,nM,O=C1NC(=O)C(=Cc2ccc(OCN3C(=O)c4ccccc4C3=O)c([N+](=O)[O-])c2)S1
CHEMBL261706,COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,22600.0,nM,COc1cc2oc3cc(O)c(OC)c(C=CC(C)C)c3c(=O)c2c(O)c1CC=C(C)C
CHEMBL4207509,O=C1C=C(c2ccc(O)cc2)C(=O)C(O)=C1c1ccc(O)cc1,22700.0,nM,O=C1C=C(c2ccc(O)cc2)C(=O)C(O)=C1c1ccc(O)cc1
CHEMBL4215785,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/C=O)=CC2=CC(=O)[C@@]1(C)O,22900.0,nM,Cc1cc(O)cc(O)c1C(=O)OC1C2=C(C=C(C=CC=O)OC2)CC(=O)C1(C)O
CHEMBL5207115,O=c1[nH]c2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc12,22990.0,nM,O=c1[nH]c2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc12
CHEMBL4458477,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)O,23070.0,nM,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(NC(=O)C(N)CCCN=C(N)N)C(C)C)C(=O)O
CHEMBL4206708,COc1cc(-c2ccc(O)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1,23400.0,nM,COc1cc(-c2ccc(O)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1
CHEMBL5186121,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(OC)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(OC)c4)o3)nc2c1,24500.0,nM,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(OC)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(OC)c4)o3)nc2c1
CHEMBL437564,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(N(C)C)cc2)OC1=O,25000.0,nM,C=C1CCC2C(C)(COC(=O)c3cccnc3)C(OC(=O)c3cccnc3)CCC2(C)C1C=CC1=CC(=Cc2ccc(N(C)C)cc2)OC1=O
CHEMBL5178321,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1,25000.0,nM,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1
CHEMBL5084733,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0,nM,C=C1C(=O)OC2C=C(C)C(O)CC=C(C)CC(OC(=O)C(=CC)COC(C)=O)C12
CHEMBL5077500,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,25000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(CO)CC(OC(=O)C(C)=CC)C12
CHEMBL5088957,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,25000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CC)COC(C)=O)C12
CHEMBL5075131,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0,nM,C=C1C(=O)OC2C=C(C)CC(O)C=C(C)CC(OC(=O)C(=CC)COC(C)=O)C12
CHEMBL4580552,CC(C)=CCC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,25400.0,nM,CC(C)=CCCC(C)=CCCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12
CHEMBL1782240,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,25500.0,nM,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O
CHEMBL4284072,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)cc2)S1,25600.0,nM,O=C1NC(=O)C(=Cc2ccc(OCN3C(=O)c4ccccc4C3=O)cc2)S1
CHEMBL1795464,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(CC=C(C)C)c1,25700.0,nM,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(CC=C(C)C)c1
CHEMBL5209522,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1,25800.0,nM,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1
CHEMBL4476560,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,26110.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC
CHEMBL3407630,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc(-c2nc3ccccc3s2)cc1,26380.0,nM,O=C(NN=Cc1ccc([N+](=O)[O-])cc1)c1ccc(-c2nc3ccccc3s2)cc1
CHEMBL4217851,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1,26500.0,nM,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1
CHEMBL396677,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\C(C)=C\CCC/C=C/C)OC1=O,28000.0,nM,C=C1CCC2C(C)(COC(=O)c3cccnc3)C(OC(=O)c3cccnc3)CCC2(C)C1C=CC1=CC(=CC(C)=CCCCC=CC)OC1=O
CHEMBL5079023,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,28000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(CC(=O)O)CC(OC(=O)C(C)=CC)C12
CHEMBL521162,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,28000.0,nM,C=C1C(=O)OC2C=C(C)CC(O)C=C(C)CC(OC(=O)C(=CC)CO)C12
CHEMBL490011,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,28000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CCO)CO)C12
CHEMBL3407635,O=C(N/N=C/c1ccc(F)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,28020.0,nM,O=C(NN=Cc1ccc(F)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1
CHEMBL4212935,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1cccc(O)c1,28400.0,nM,O=C1C(=Cc2ccccc2)CCCC1=Cc1cccc(O)c1
CHEMBL4214309,CC(C)=CCC/C(C)=C/COc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1CC=C(C)C,28400.0,nM,CC(C)=CCCC(C)=CCOc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1CC=C(C)C
CHEMBL4451474,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,28700.0,nM,COc1c(O)cc2oc3cc(O)c(CC=C(C)CO)c(O)c3c(=O)c2c1C=CC(C)CCC=C(C)C
CHEMBL5094636,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,29000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CCOC(C)=O)CO)C12
CHEMBL5070918,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,29000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CC)CO)C12
CHEMBL5083965,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,29000.0,nM,C=C1C(=O)OC2C=C(C)CCC=C(C)CC(OC(=O)C(=CC)CO)C12
CHEMBL4287854,CCOc1cc(/C=C2\SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,29260.0,nM,CCOc1cc(C=C2SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O
CHEMBL4456031,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,29840.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC
CHEMBL4217516,COc1c(O)cc2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2c1CC=C(C)C,30700.0,nM,COc1c(O)cc2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2c1C=CC(C)C
CHEMBL4211347,COc1c(Cl)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,31300.0,nM,COc1c(Cl)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1
CHEMBL4446517,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2cccc(Br)c2)c(-c2cccc(Br)c2)n1,32000.0,nM,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2cccc(Br)c2)c(-c2cccc(Br)c2)n1
CHEMBL4579423,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccco4)c(-c4ccco4)n3)cc2o1,32000.0,nM,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccco4)c(-c4ccco4)n3)cc2o1
CHEMBL4587989,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)cc2o1,32000.0,nM,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)cc2o1
CHEMBL4558577,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,32000.0,nM,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1
CHEMBL4528814,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4cccc(F)c4)c(-c4cccc(F)c4)n3)cc2o1,32000.0,nM,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4cccc(F)c4)c(-c4cccc(F)c4)n3)cc2o1
CHEMBL4469981,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)cc2o1,32000.0,nM,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)cc2o1
CHEMBL4568819,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,32000.0,nM,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1
CHEMBL4206131,C=CCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2O)cc1,32200.0,nM,C=CCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2O)cc1
CHEMBL4561766,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,32330.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC
CHEMBL4454919,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,33160.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1
CHEMBL4288954,O=C1NC(=S)S/C1=C\c1cccc(OCN2C(=O)c3ccccc3C2=O)c1,33980.0,nM,O=C1NC(=S)SC1=Cc1cccc(OCN2C(=O)c3ccccc3C2=O)c1
CHEMBL2374252,OC[C@@H](N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,34000.0,nM,OCC(NC1CC(O)(CO)C(O)C(O)C1O)c1ccccc1
CHEMBL4286187,O=C1NC(=S)S/C1=C\c1cc(Cl)ccc1OCN1C(=O)c2ccccc2C1=O,34820.0,nM,O=C1NC(=S)SC1=Cc1cc(Cl)ccc1OCN1C(=O)c2ccccc2C1=O
CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,35000.0,nM,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12
CHEMBL3354620,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,35000.0,nM,OCC1C(O)C(O)C(O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1
CHEMBL4277201,COc1cc(/C=C2\SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,35140.0,nM,COc1cc(C=C2SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O
CHEMBL4210289,COc1cc(-c2ccc(O)cc2)c(OC)c(OC(=O)c2ccco2)c1-c1ccc(O)cc1,35400.0,nM,COc1cc(-c2ccc(O)cc2)c(OC)c(OC(=O)c2ccco2)c1-c1ccc(O)cc1
CHEMBL4278947,O=C1NC(=S)S/C1=C\c1cc([N+](=O)[O-])ccc1OCN1C(=O)c2ccccc2C1=O,35790.0,nM,O=C1NC(=S)SC1=Cc1cc([N+](=O)[O-])ccc1OCN1C(=O)c2ccccc2C1=O
CHEMBL240080,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccco2)OC1=O,36000.0,nM,C=C1CCC2C(C)(COC(=O)c3cccnc3)C(OC(=O)c3cccnc3)CCC2(C)C1C=CC1=CC(=Cc2ccco2)OC1=O
CHEMBL4215150,O=C(/C=C(O)/C=C/c1cccc(O)c1)c1cc(Cl)ccc1O,36400.0,nM,O=C(C=Cc1cccc(O)c1)CC(=O)c1cc(Cl)ccc1O
CHEMBL458845,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,37400.0,nM,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C=CC(C)CCC=C(C)C
CHEMBL4282143,COc1cc(/C=C2\SC(=S)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O,39810.0,nM,COc1cc(C=C2SC(=S)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O
CHEMBL5201575,O=C(/C=C/c1ccccc1)/C=C1/Nc2ccccc2NC1=O,40090.0,nM,O=C(C=Cc1ccccc1)Cc1nc2ccccc2[nH]c1=O
CHEMBL5083981,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,40560.0,nM,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2CC(O)C(O)C(O)C2CO)cc1
CHEMBL4217611,O=C(/C=C(O)/C=C/c1ccc(O)cc1O)c1ccccc1O,40700.0,nM,O=C(C=Cc1ccc(O)cc1O)CC(=O)c1ccccc1O
CHEMBL3601736,O=C(C1=C(O)/C(=C/c2ccc(O)c(O)c2)CCC1)c1ccccc1,41000.0,nM,O=C(c1ccccc1)C1CC=CC(Cc2ccc(O)c(O)c2)C1=O
CHEMBL5179527,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc(OCCn3cc(CN4CCOCC4)nn3)cc2)c1=O,41312.5,nM,Cc1nc2ccccc2n(CC(=O)NN=Cc2ccc(OCCn3cc(CN4CCOCC4)nn3)cc2)c1=O
CHEMBL5183163,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc(OCCn3cc(CN4CCCCC4)nn3)cc2)c1=O,42223.15,nM,Cc1nc2ccccc2n(CC(=O)NN=Cc2ccc(OCCn3cc(CN4CCCCC4)nn3)cc2)c1=O
CHEMBL4072055,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)cc1,42300.0,nM,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccc(O)cc1
CHEMBL4529524,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,42600.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1
CHEMBL3407644,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(I)c1O,44800.0,nM,COc1ccc(C=NNC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(I)c1O
CHEMBL5179462,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc(OCCn3cc(CN4CCCC4)nn3)cc2)c1=O,45822.89,nM,Cc1nc2ccccc2n(CC(=O)NN=Cc2ccc(OCCn3cc(CN4CCCC4)nn3)cc2)c1=O
CHEMBL4068225,COC(=O)[C@]1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1,47330.0,nM,COC(=O)C1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(=O)C1c1ccc(O)cc1
CHEMBL5171904,Cc1ccc(-n2cc(COc3ccc(/C=N/NC(=O)Cn4c(=O)c(C)nc5ccccc54)cc3)nn2)cc1,48271.11,nM,Cc1ccc(-n2cc(COc3ccc(C=NNC(=O)Cn4c(=O)c(C)nc5ccccc54)cc3)nn2)cc1
CHEMBL312653,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,50000.0,nM,OCC1NC(CO)C(O)C1O
CHEMBL354193,CCCCCCNC1C=C(CO)C(O)C(O)C1O,50000.0,nM,CCCCCCNC1C=C(CO)C(O)C(O)C1O
CHEMBL77918,CCCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,50000.0,nM,CCCCN1C(CO)C(O)C(O)C1CO
CHEMBL310229,CCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,50000.0,nM,CCCCN1CC(O)C(O)C1CO
CHEMBL310231,CN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,50000.0,nM,CN1C(CO)C(O)C(O)C1CO
CHEMBL4277205,O=C1NC(=O)/C(=C/c2cc([N+](=O)[O-])ccc2OCN2C(=O)c3ccccc3C2=O)S1,50450.0,nM,O=C1NC(=O)C(=Cc2cc([N+](=O)[O-])ccc2OCN2C(=O)c3ccccc3C2=O)S1
CHEMBL5195148,C=CCc1cc(CSc2nnc(-c3cccc(OC)c3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1,52900.0,nM,C=CCc1cc(CSc2nnc(-c3cccc(OC)c3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1
CHEMBL4218969,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1,53100.0,nM,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1
CHEMBL3407643,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)ccc1O,53340.0,nM,COc1cc(C=NNC(=O)c2ccc(-c3nc4ccccc4s3)cc2)ccc1O
CHEMBL200715,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,53800.0,nM,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
CHEMBL80254,OC[C@H]1NC[C@@H](O)[C@@H]1O,55000.0,nM,OCC1NCC(O)C1O
CHEMBL209093,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/C=C/c2ccccc2)OC1=O,58000.0,nM,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(=CC=Cc2ccccc2)OC1=O
CHEMBL238603,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccccc2)OC1=O,58000.0,nM,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(=Cc2ccccc2)OC1=O
CHEMBL3354038,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,70000.0,nM,OCC1C(O)C(O)C(O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1
CHEMBL241165,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(N(C)C)cc2)OC1=O,70000.0,nM,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(=Cc2ccc(N(C)C)cc2)OC1=O
CHEMBL4218731,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3oc12)C(C)(C)C(CO)O4,72700.0,nM,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3oc12)C(C)(C)C(CO)O4
CHEMBL4561697,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,76200.0,nM,CC(C)=CCCC(C)=CCCC(C)=CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12
CHEMBL4214649,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/[C@H](C)O)=CC2=CC(=O)[C@@]1(C)O,78600.0,nM,Cc1cc(O)cc(O)c1C(=O)OC1C2=C(C=C(C=CC(C)O)OC2)CC(=O)C1(C)O
CHEMBL2051979,CO[C@H]1O[C@H](CO)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,80000.0,nM,COC1OC(CO)C(NC2C=C(CO)C(O)C(O)C2O)C(O)C1O
CHEMBL4162593,COc1cc(OC)c([C@@H](OC)[C@H](C)O)cc1OC,80600.0,nM,COc1cc(OC)c(C(OC)C(C)O)cc1OC
CHEMBL398800,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc3c(c2)OCO3)OC1=O,82000.0,nM,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(=Cc2ccc3c(c2)OCO3)OC1=O
CHEMBL5173825,Cc1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)c([N+](=O)[O-])c1,83780.0,nM,Cc1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)c([N+](=O)[O-])c1
CHEMBL4213451,C=CCOc1c(OC)c(-c2ccc(O)cc2)cc(OC)c1-c1ccc(O)cc1,83800.0,nM,C=CCOc1c(OC)c(-c2ccc(O)cc2)cc(OC)c1-c1ccc(O)cc1
CHEMBL238604,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2cc(OC)c(OC)cc2OC)OC1=O,84000.0,nM,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(=Cc2cc(OC)c(OC)cc2OC)OC1=O
CHEMBL3753562,COC(=O)[C@]1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1,85130.0,nM,COC(=O)C1(Cc2ccc(O)cc2)OC(=O)C(=O)C1c1ccc(O)cc1
CHEMBL3354630,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,95000.0,nM,OCC1C(O)C(O)C(O)CN1CCCCCOCc1ccccc1-c1ccccc1
CHEMBL4453842,COc1ccc2c(=O)c3c(OC(C)=O)cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc3oc2c1,98630.0,nM,COc1ccc2c(=O)c3c(OC(C)=O)cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc3oc2c1
CHEMBL4285567,COc1cc(/C=C2\SC(=O)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O,100000.0,nM,COc1cc(C=C2SC(=O)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O
CHEMBL4085739,CCCCC[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,100000.0,nM,CCCCCC1NCC(O)C(O)C1CO
CHEMBL4279517,O=C1NC(=O)/C(=C/c2ccccc2OCN2C(=O)c3ccccc3C2=O)S1,100000.0,nM,O=C1NC(=O)C(=Cc2ccccc2OCN2C(=O)c3ccccc3C2=O)S1
