Molecule_ChEMBL_ID,Smiles,Standard_Value,Unit,Standardized_SMILES
CHEMBL4592051,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800.0,nM,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1
CHEMBL4566821,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800.0,nM,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1
CHEMBL4545190,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)n2)cc1,2800.0,nM,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)n2)cc1
CHEMBL4565828,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL4460050,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL4578419,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccccc2)cs1
CHEMBL4458336,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccccc2)cs1
CHEMBL4469167,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1
CHEMBL4570594,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL4545231,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1
CHEMBL4544393,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,2800.0,nM,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1
CHEMBL4543253,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,2800.0,nM,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1
CHEMBL4545401,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1
CHEMBL4435963,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL4473482,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL4451810,O=C(c1ccc(F)cc1)n1nnc2ccccc21,2820.0,nM,O=C(c1ccc(F)cc1)n1nnc2ccccc21
CHEMBL4515499,O=C(c1ccc([N+](=O)[O-])cc1)n1nnc2ccccc21,2970.0,nM,O=C(c1ccc([N+](=O)[O-])cc1)n1nnc2ccccc21
CHEMBL1288788,COc1ccc(C(=O)n2nnc3ccccc32)cc1,2990.0,nM,COc1ccc(C(=O)n2nnc3ccccc32)cc1
CHEMBL4469294,O=C(c1cccc(Cl)c1)n1nnc2cc(Cl)c(Cl)cc21,3000.0,nM,O=C(c1cccc(Cl)c1)n1nnc2cc(Cl)c(Cl)cc21
CHEMBL4466757,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,3070.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1
CHEMBL4580728,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(Br)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,3170.0,nM,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(Br)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1
CHEMBL4217303,O=C(c1ccc(Br)cc1)n1nnc2ccccc21,3200.0,nM,O=C(c1ccc(Br)cc1)n1nnc2ccccc21
CHEMBL2115215,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3200.0,nM,OCC1NC(CO)C(O)C(O)C1O
CHEMBL2051980,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,3200.0,nM,COC1OC(C)C(NC2C=C(CO)C(O)C(O)C2O)C(O)C1O
CHEMBL4577650,Cc1cc2nnn(CC(=O)c3ccccc3O)c2cc1C,3300.0,nM,Cc1cc2nnn(CC(=O)c3ccccc3O)c2cc1C
CHEMBL4450847,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2CC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1,3400.0,nM,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2CC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1
CHEMBL4446986,Cc1cc2nnn(C(=O)c3ccccc3)c2cc1C,3400.0,nM,Cc1cc2nnn(C(=O)c3ccccc3)c2cc1C
CHEMBL4443687,Cc1cc2nnn(CC(=O)c3ccccc3)c2cc1C,3410.0,nM,Cc1cc2nnn(CC(=O)c3ccccc3)c2cc1C
CHEMBL4516633,O=C(Cn1nnc2ccccc21)c1cccc(Cl)c1Cl,3470.0,nM,O=C(Cn1nnc2ccccc21)c1cccc(Cl)c1Cl
CHEMBL4440745,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21,3700.0,nM,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3700.0,nM,OCCN1CC(O)C(O)C(O)C1CO
CHEMBL4573584,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C,3820.0,nM,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C
CHEMBL4567315,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1,3900.0,nM,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1
CHEMBL1429088,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1,4000.0,nM,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1
CHEMBL4549620,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-],4100.0,nM,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-]
CHEMBL3084806,CCCCN1[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,4200.0,nM,CCCCN1C(CO)C(O)C(O)C(O)C1CO
CHEMBL4573221,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C,4230.0,nM,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C
CHEMBL4472506,O=C(C[C@@H](c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4525900,COc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0,nM,COc1ccc(C(CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1
CHEMBL4440152,Cc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0,nM,Cc1ccc(C(CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1
CHEMBL4456998,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1cccs1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4526585,O=C(C[C@@H](c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4539984,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0,nM,O=C(CC(c1cccs1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1
CHEMBL4557896,O=C(C[C@@H](c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4474603,Cc1cccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)c1,4300.0,nM,Cc1cccc(C(CC(=O)c2ccccc2)c2c[nH]c3ccccc23)c1
CHEMBL4556170,O=C(C[C@@H](c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4590962,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,4300.0,nM,Cc1ccc(C(CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1
CHEMBL4464394,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4520965,O=C(C[C@@H](c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4439503,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0,nM,O=C(CC(c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1
CHEMBL4473090,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,4300.0,nM,O=C(CC(c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1
CHEMBL4441979,COc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,4300.0,nM,COc1ccc(C(CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1
CHEMBL4513806,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1,4300.0,nM,O=C(CC(c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1
CHEMBL4559187,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1,4300.0,nM,COc1ccc(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1
CHEMBL4437073,Nc1cc(C(=O)n2nnc3ccccc32)ccc1Cl,4320.0,nM,Nc1cc(C(=O)n2nnc3ccccc32)ccc1Cl
CHEMBL4462641,Cc1cccc(C(=O)n2nnc3ccccc32)c1,4420.0,nM,Cc1cccc(C(=O)n2nnc3ccccc32)c1
CHEMBL4561169,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4500.0,nM,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1
CHEMBL1409618,Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4780.0,nM,Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1
CHEMBL1795466,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,4790.0,nM,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1
CHEMBL1253491,COc1ccccc1C(=O)n1nnc2ccccc21,4790.0,nM,COc1ccccc1C(=O)n1nnc2ccccc21
CHEMBL4443784,Cc1ccc(C(=O)n2nnc3ccccc32)cc1C,4800.0,nM,Cc1ccc(C(=O)n2nnc3ccccc32)cc1C
CHEMBL4211682,C=C(C)C(O)Cc1c(O)c(C/C=C(\C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,4800.0,nM,C=C(C)C(O)Cc1c(O)c(CC=C(C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O
CHEMBL4757019,CCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4800.0,nM,CCCC(O)C(OS(=O)(=O)[O-])C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4449860,O=C(Cn1nnc2ccccc21)c1ccccc1O,4870.0,nM,O=C(Cn1nnc2ccccc21)c1ccccc1O
CHEMBL1208974,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4900.0,nM,O=S(=O)([O-])OC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL239249,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,4900.0,nM,O=S(=O)([O-])OC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL1438482,O=C(Cn1nnc2ccccc21)c1ccccc1,4910.0,nM,O=C(Cn1nnc2ccccc21)c1ccccc1
CHEMBL4515373,O=C(Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1,4980.0,nM,O=C(Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1
CHEMBL177114,CCOC(=O)CC(=O)OCC,5000.0,nM,CCOC(=O)CC(=O)OCC
CHEMBL2374255,OC[C@@]1(O)C[C@H](NC[C@@H](O)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,5000.0,nM,OCC1(O)CC(NCC(O)c2ccccc2)C(O)C(O)C1O
CHEMBL4757984,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],5000.0,nM,CCCC(O)C(O)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4472998,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,5230.0,nM,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1
CHEMBL4533056,O=C(c1c(F)cccc1F)n1nnc2ccccc21,5230.0,nM,O=C(c1c(F)cccc1F)n1nnc2ccccc21
CHEMBL1288725,O=C(c1ccccc1)n1nnc2ccccc21,5290.0,nM,O=C(c1ccccc1)n1nnc2ccccc21
CHEMBL4446848,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(Br)cc3)cs1)C(=O)N2,5300.0,nM,Cc1cc(C)c2[nH]c(O)c(N=Nc3nc(-c4ccc(Br)cc4)cs3)c2c1
CHEMBL4529445,Cc1cccc2nc(-c3ccccc3O)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccccc3O)nc12
CHEMBL4556298,Cc1cccc2nc(-c3ccc(O)c(O)c3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccc(O)c(O)c3)nc12
CHEMBL4474005,Cc1cccc2nc(-c3cc(O)ccc3O)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cc(O)ccc3O)nc12
CHEMBL3409203,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccccc43)n2)cc1,5300.0,nM,Cc1ccc(-c2csc(N=Nc3c(O)[nH]c4ccccc34)n2)cc1
CHEMBL4438176,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccc(F)cc43)n2)cc1,5300.0,nM,Cc1ccc(-c2csc(N=Nc3c(O)[nH]c4ccc(F)cc34)n2)cc1
CHEMBL3409199,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,5300.0,nM,Oc1[nH]c2ccccc2c1N=Nc1nc(-c2ccc(Cl)cc2)cs1
CHEMBL4521147,Cc1cccc2nc(-c3cccc(F)c3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cccc(F)c3)nc12
CHEMBL4525043,Cc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0,nM,Cc1ccc(-c2csc(N=Nc3c(O)n(C)c4ccccc34)n2)cc1
CHEMBL4545784,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2,5300.0,nM,Cc1ccc2[nH]c(O)c(N=Nc3nc(-c4ccc(O)cc4)cs3)c2c1
CHEMBL4439784,Cc1cccc2nc(-c3ccc(O)cc3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccc(O)cc3)nc12
CHEMBL4543481,Cc1cccc2nc(-c3ccc(Cl)cc3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccc(Cl)cc3)nc12
CHEMBL4550935,COc1ccc(-c2nc3cccc(C)c3[nH]2)cc1O,5300.0,nM,COc1ccc(-c2nc3c(C)cccc3[nH]2)cc1O
CHEMBL4482888,COc1ccc(O)c(-c2nc3cccc(C)c3[nH]2)c1,5300.0,nM,COc1ccc(O)c(-c2nc3c(C)cccc3[nH]2)c1
CHEMBL4483473,Cc1cccc2nc(-c3ccccc3[N+](=O)[O-])[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccccc3[N+](=O)[O-])nc12
CHEMBL4469378,Cc1cccc2nc(-c3cccc(O)c3O)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cccc(O)c3O)nc12
CHEMBL3409200,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0,nM,Oc1[nH]c2ccccc2c1N=Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL4465548,COc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0,nM,COc1ccc(-c2csc(N=Nc3c(O)n(Cc4ccccc4F)c4ccc(C)cc34)n2)cc1
CHEMBL4538319,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4c(C)cc(C)cc43)n2)cc1,5300.0,nM,Cc1ccc(-c2csc(N=Nc3c(O)[nH]c4c(C)cc(C)cc34)n2)cc1
CHEMBL4549579,Cc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0,nM,Cc1ccc(-c2csc(N=Nc3c(O)n(Cc4ccccc4F)c4ccc(C)cc34)n2)cc1
CHEMBL4475487,COc1ccc(-c2nc3cccc(C)c3[nH]2)c(O)c1,5300.0,nM,COc1ccc(-c2nc3c(C)cccc3[nH]2)c(O)c1
CHEMBL4460277,Cc1cccc2nc(-c3ccccc3F)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccccc3F)nc12
CHEMBL4567754,Cc1cccc2nc(-c3cccs3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cccs3)nc12
CHEMBL4453302,Cc1cccc2nc(-c3ccccc3Cl)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccccc3Cl)nc12
CHEMBL4453617,CN1C(=O)/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)c2ccccc21,5300.0,nM,Cn1c(O)c(N=Nc2nc(-c3ccc(F)cc3)cs2)c2ccccc21
CHEMBL4579201,Cc1cccc2nc(-c3cccc(O)c3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cccc(O)c3)nc12
CHEMBL4550316,O=C1Nc2ccc(Cl)cc2/C1=N/Nc1nc(-c2ccc(Br)cc2)cs1,5300.0,nM,Oc1[nH]c2ccc(Cl)cc2c1N=Nc1nc(-c2ccc(Br)cc2)cs1
CHEMBL4461266,O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0,nM,Oc1[nH]c2ccc(F)cc2c1N=Nc1nc(-c2ccc(F)cc2)cs1
CHEMBL4447344,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccc(O)cc3O)nc12
CHEMBL4473648,Cc1cccc2nc(-c3cccc(Cl)c3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3cccc(Cl)c3)nc12
CHEMBL4460518,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2Cc1ccccc1F,5300.0,nM,Cc1ccc2c(c1)c(N=Nc1nc(-c3ccc(O)cc3)cs1)c(O)n2Cc1ccccc1F
CHEMBL4555802,Cc1cccc2nc(-c3ccc(F)cc3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccc(F)cc3)nc12
CHEMBL4468486,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(F)cc3)cs1)C(=O)N2,5300.0,nM,Cc1cc(C)c2[nH]c(O)c(N=Nc3nc(-c4ccc(F)cc4)cs3)c2c1
CHEMBL4513279,COc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300.0,nM,COc1ccc(-c2csc(N=Nc3c(O)n(C)c4ccccc34)n2)cc1
CHEMBL4565093,Cc1cccc2nc(-c3ccncc3)[nH]c12,5300.0,nM,Cc1cccc2[nH]c(-c3ccncc3)nc12
CHEMBL3407639,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1,5310.0,nM,O=C(NN=Cc1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1
CHEMBL4289618,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c(Cl)c1,5440.0,nM,O=C1NC(=S)SC1=Cc1ccc(OCN2C(=O)c3ccccc3C2=O)c(Cl)c1
CHEMBL3407624,O=C(N/N=C/c1ccccc1O)c1ccc(-c2nc3ccccc3s2)cc1,5550.0,nM,O=C(NN=Cc1ccccc1O)c1ccc(-c2nc3ccccc3s2)cc1
CHEMBL3407627,O=C(N/N=C/c1ccc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,5580.0,nM,O=C(NN=Cc1ccc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1
CHEMBL4466646,CCCCOc1ccc(C(=O)n2nnc3ccccc32)cc1,5600.0,nM,CCCCOc1ccc(C(=O)n2nnc3ccccc32)cc1
CHEMBL4532649,O=C(c1ccc(F)c(F)c1Cl)n1nnc2ccccc21,5630.0,nM,O=C(c1ccc(F)c(F)c1Cl)n1nnc2ccccc21
CHEMBL323197,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,5700.0,nM,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C=CC(C)C
CHEMBL4567979,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)cc1O,5870.0,nM,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)cc1O
CHEMBL4564310,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12,5900.0,nM,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12
CHEMBL564411,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0,nM,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21
CHEMBL4550304,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0,nM,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21
CHEMBL4436320,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12,5900.0,nM,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12
CHEMBL4435550,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0,nM,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21
CHEMBL4440702,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2,5900.0,nM,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2
CHEMBL4445238,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12,5900.0,nM,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12
CHEMBL4436361,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0,nM,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21
CHEMBL4460080,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12,5900.0,nM,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12
CHEMBL4443865,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0,nM,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21
